"","number","fieldnumber","depth_capture_range_ft","depth_capture_avg_m","depth_avg","weight_g","SL_mm","TL_mm","sex","gonad_weight_g","guts_preserved","whole_fish_preserved","notes","gonad_index","tissues_taken_for.SIA...S...Scale..M...Muscle..H...Heart.","depth_categorical","muscle_ctotal","muscle_ntotal","scale_ctotal","scale_ntotal","heart_ctotal","heart_ntotal","calibration","tp","tissue","c","n"
"106","CUR_LION19037","CURSH19-11","50-70",15.24,50,22,92,125,"immature","<1","YES","YES","scales taken from multiple spots on the body in order to get enough scales for the isotope sample due to the small size of the individual","immature","*S, M, H","shallow",182.97,56.7,122.09,41.13,186.18,47.83,"single",2.26764705882353,"muscle",-16.24,8.31
"107","CUR_LION19037","CURSH19-11","50-70",15.24,50,22,92,125,"immature","<1","YES","YES","scales taken from multiple spots on the body in order to get enough scales for the isotope sample due to the small size of the individual","immature","*S, M, H","shallow",182.97,56.7,122.09,41.13,186.18,47.83,"single",2.26764705882353,"heart",-17.16,7.26
"108","CUR_LION19037","CURSH19-11","50-70",15.24,50,22,92,125,"immature","<1","YES","YES","scales taken from multiple spots on the body in order to get enough scales for the isotope sample due to the small size of the individual","immature","*S, M, H","shallow",182.97,56.7,122.09,41.13,186.18,47.83,"single",2.26764705882353,"scale",-14.35,7.94
"109","CUR_LION19038","CURASUB19-06","338",103.0224,338,1007,330,430,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",182.76,58.83,106.52,37.16,170.47,44.045,"average",3.06176470588235,"muscle",-16.74,11.01
"110","CUR_LION19038","CURASUB19-06","338",103.0224,338,1007,330,430,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",182.76,58.83,106.52,37.16,170.47,44.045,"average",3.06176470588235,"heart",-16.79,11.22
"111","CUR_LION19038","CURASUB19-06","338",103.0224,338,1007,330,430,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",182.76,58.83,106.52,37.16,170.47,44.045,"average",3.06176470588235,"scale",-13.74,9.7
"112","CUR_LION19039","CURASUB19-06","484",147.5232,484,1033,345,440,"M","2","YES","YES","","Spawning capable","S, M, H","deep",183.69,57.39,114.86,39.19,173.34,45.09,"average",3.10588235294118,"muscle",-17.225,11.16
"113","CUR_LION19039","CURASUB19-06","484",147.5232,484,1033,345,440,"M","2","YES","YES","","Spawning capable","S, M, H","deep",183.69,57.39,114.86,39.19,173.34,45.09,"average",3.10588235294118,"heart",-17.42,10.98
"114","CUR_LION19039","CURASUB19-06","484",147.5232,484,1033,345,440,"M","2","YES","YES","","Spawning capable","S, M, H","deep",183.69,57.39,114.86,39.19,173.34,45.09,"average",3.10588235294118,"scale",-14.17,9.85
"115","CUR_LION19040","CURASUB19-06","470",143.256,470,268,210,280,"F","7","YES","YES","","Spawning capable","S, M, H","deep",182.81,57.94,117.2,39.87,183.5,47.47,"single",3.09117647058823,"muscle",-17.33,11.11
"116","CUR_LION19040","CURASUB19-06","470",143.256,470,268,210,280,"F","7","YES","YES","","Spawning capable","S, M, H","deep",182.81,57.94,117.2,39.87,183.5,47.47,"single",3.09117647058823,"heart",-17.68,10.49
"117","CUR_LION19040","CURASUB19-06","470",143.256,470,268,210,280,"F","7","YES","YES","","Spawning capable","S, M, H","deep",182.81,57.94,117.2,39.87,183.5,47.47,"single",3.09117647058823,"scale",-14.26,10.43
"118","CUR_LION19041","CURASUB19-06","445",135.636,445,168,190,250,"F","4","YES","YES","","Spawning capable","S, M, H","deep",179.37,56.34,116.62,40.23,188.36,44.49,"single",2.84117647058823,"muscle",-16.81,10.26
"119","CUR_LION19041","CURASUB19-06","445",135.636,445,168,190,250,"F","4","YES","YES","","Spawning capable","S, M, H","deep",179.37,56.34,116.62,40.23,188.36,44.49,"single",2.84117647058823,"heart",-18.26,9.89
"120","CUR_LION19041","CURASUB19-06","445",135.636,445,168,190,250,"F","4","YES","YES","","Spawning capable","S, M, H","deep",179.37,56.34,116.62,40.23,188.36,44.49,"single",2.84117647058823,"scale",-13.87,9.48
"121","CUR_LION19042","CURASUB19-06","420",128.016,420,240,200,270,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",184.4,59.12,118.74,40.965,178.06,45,"average",2.73235294117647,"muscle",-16.43,9.89
"122","CUR_LION19042","CURASUB19-06","420",128.016,420,240,200,270,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",184.4,59.12,118.74,40.965,178.06,45,"average",2.73235294117647,"heart",-17.59,10.69
"123","CUR_LION19042","CURASUB19-06","420",128.016,420,240,200,270,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",184.4,59.12,118.74,40.965,178.06,45,"average",2.73235294117647,"scale",-13.65,9.39
"124","CUR_LION19043","CURASUB19-06","426",129.8448,426,266,200,285,"F","2","YES","YES","","Developing","S, M, H","deep",186.545,58.72,117.16,39.87,183.8,47.355,"average",2.38382352941176,"muscle",-16.58,8.705
"125","CUR_LION19043","CURASUB19-06","426",129.8448,426,266,200,285,"F","2","YES","YES","","Developing","S, M, H","deep",186.545,58.72,117.16,39.87,183.8,47.355,"average",2.38382352941176,"heart",-17.095,9.305
"126","CUR_LION19043","CURASUB19-06","426",129.8448,426,266,200,285,"F","2","YES","YES","","Developing","S, M, H","deep",186.545,58.72,117.16,39.87,183.8,47.355,"average",2.38382352941176,"scale",-14.26,8.65
"127","CUR_LION19044","CURASUB19-06","423",128.9304,423,366,265,330,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",186.74,57.35,122.9,41.87,178.56,49.67,"single",3.09705882352941,"muscle",-17.19,11.13
"128","CUR_LION19044","CURASUB19-06","423",128.9304,423,366,265,330,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",186.74,57.35,122.9,41.87,178.56,49.67,"single",3.09705882352941,"heart",-17.14,10.67
"129","CUR_LION19044","CURASUB19-06","423",128.9304,423,366,265,330,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",186.74,57.35,122.9,41.87,178.56,49.67,"single",3.09705882352941,"scale",-13.99,10.04
"130","CUR_LION19045","CURASUB19-06","443",135.0264,443,376,240,310,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",189.7,53.81,114.115,39.065,178.11,44.46,"average",2.87941176470588,"muscle",-18.37,10.39
"131","CUR_LION19045","CURASUB19-06","443",135.0264,443,376,240,310,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",189.7,53.81,114.115,39.065,178.11,44.46,"average",2.87941176470588,"heart",-18.5,10.14
"132","CUR_LION19045","CURASUB19-06","443",135.0264,443,376,240,310,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",189.7,53.81,114.115,39.065,178.11,44.46,"average",2.87941176470588,"scale",-14.975,9.47
"133","CUR_LION19046","CURASUB19-06","425",7.62,25,740,315,395,"M","<1","YES","YES","","Spawning Capable","S, M, H","shallow",198.21,63.7,79.31,26.45,178.42,48.42,"single",3.07352941176471,"muscle",-16.96,11.05
"134","CUR_LION19046","CURASUB19-06","425",7.62,25,740,315,395,"M","<1","YES","YES","","Spawning Capable","S, M, H","shallow",198.21,63.7,79.31,26.45,178.42,48.42,"single",3.07352941176471,"heart",-17.22,10.94
"135","CUR_LION19046","CURASUB19-06","425",7.62,25,740,315,395,"M","<1","YES","YES","","Spawning Capable","S, M, H","shallow",198.21,63.7,79.31,26.45,178.42,48.42,"single",3.07352941176471,"scale",-14.01,9.38
"136","CUR_LION19047","CURSH19-13","65",16.4592,54,160,155,220,"M","<1","YES","YES","immature","Immature (virgin)","S, M, H","shallow",183.62,57.91,118.62,41.12,185.35,49.57,"single",2.34117647058824,"muscle",-16.36,8.56
"137","CUR_LION19047","CURSH19-13","65",16.4592,54,160,155,220,"M","<1","YES","YES","immature","Immature (virgin)","S, M, H","shallow",183.62,57.91,118.62,41.12,185.35,49.57,"single",2.34117647058824,"heart",-16.82,7.93
"138","CUR_LION19047","CURSH19-13","65",16.4592,54,160,155,220,"M","<1","YES","YES","immature","Immature (virgin)","S, M, H","shallow",183.62,57.91,118.62,41.12,185.35,49.57,"single",2.34117647058824,"scale",-13.87,8.46
"139","CUR_LION19048","CURSH19-13","60",18.288,60,63,125,175,"F","<1","YES","YES","","Early Developing ","S, M, H","shallow",181.915,57.37,112.34,38.82,189.36,47.46,"average",2.40882352941176,"muscle",-16.62,8.79
"140","CUR_LION19048","CURSH19-13","60",18.288,60,63,125,175,"F","<1","YES","YES","","Early Developing ","S, M, H","shallow",181.915,57.37,112.34,38.82,189.36,47.46,"average",2.40882352941176,"heart",-17.39,8.3
"141","CUR_LION19048","CURSH19-13","60",18.288,60,63,125,175,"F","<1","YES","YES","","Early Developing ","S, M, H","shallow",181.915,57.37,112.34,38.82,189.36,47.46,"average",2.40882352941176,"scale",-14.25,8.82
"142","CUR_LION19049","CURSH19-14","47-60",13.716,45,137,155,220,"F","<1","YES","YES","immature","Immature/early developing","S, M, H","shallow",187.4,59.51,123.41,43.78,187.09,49.69,"single",2.35588235294118,"muscle",-15.96,8.61
"143","CUR_LION19049","CURSH19-14","47-60",13.716,45,137,155,220,"F","<1","YES","YES","immature","Immature/early developing","S, M, H","shallow",187.4,59.51,123.41,43.78,187.09,49.69,"single",2.35588235294118,"heart",-16.57,7.77
"144","CUR_LION19049","CURSH19-14","47-60",13.716,45,137,155,220,"F","<1","YES","YES","immature","Immature/early developing","S, M, H","shallow",187.4,59.51,123.41,43.78,187.09,49.69,"single",2.35588235294118,"scale",-13.57,8.49
"145","CUR_LION19050","CURSH19-14","47-60",16.764,55,118,150,195,"F","<1","YES","YES","","Early developing","S, M, H","shallow",186.36,57.27,124.79,42.23,184.29,46.47,"single",2.38823529411765,"muscle",-16.23,8.72
"146","CUR_LION19050","CURSH19-14","47-60",16.764,55,118,150,195,"F","<1","YES","YES","","Early developing","S, M, H","shallow",186.36,57.27,124.79,42.23,184.29,46.47,"single",2.38823529411765,"heart",-16.99,8.32
"147","CUR_LION19050","CURSH19-14","47-60",16.764,55,118,150,195,"F","<1","YES","YES","","Early developing","S, M, H","shallow",186.36,57.27,124.79,42.23,184.29,46.47,"single",2.38823529411765,"scale",-14,8.25
"148","CUR_LION19051","CURSH19-14","47-60",18.288,60,149,160,225,"?","<1","YES","YES","","immature (virgin)","S, M, H","shallow",183.45,56.81,121.9,41.94,185.77,48.78,"single",2.36764705882353,"muscle",-16.37,8.65
"149","CUR_LION19051","CURSH19-14","47-60",18.288,60,149,160,225,"?","<1","YES","YES","","immature (virgin)","S, M, H","shallow",183.45,56.81,121.9,41.94,185.77,48.78,"single",2.36764705882353,"heart",-16.94,8.06
"150","CUR_LION19051","CURSH19-14","47-60",18.288,60,149,160,225,"?","<1","YES","YES","","immature (virgin)","S, M, H","shallow",183.45,56.81,121.9,41.94,185.77,48.78,"single",2.36764705882353,"scale",-13.8,8.35
"151","CUR_LION19052","CURASUB19-07","314",95.7072,314,640,312,415,"M","<1","YES","YES","very thin, check age.  Little muscle mass, testes were very small, dark brown","Spawning capable","S,M,H","deep",189.81,61.67,110.95,39.08,178.025,47.625,"average",2.82352941176471,"muscle",-16.99,10.2
"152","CUR_LION19052","CURASUB19-07","314",95.7072,314,640,312,415,"M","<1","YES","YES","very thin, check age.  Little muscle mass, testes were very small, dark brown","Spawning capable","S,M,H","deep",189.81,61.67,110.95,39.08,178.025,47.625,"average",2.82352941176471,"heart",-16.785,11.07
"153","CUR_LION19052","CURASUB19-07","314",95.7072,314,640,312,415,"M","<1","YES","YES","very thin, check age.  Little muscle mass, testes were very small, dark brown","Spawning capable","S,M,H","deep",189.81,61.67,110.95,39.08,178.025,47.625,"average",2.82352941176471,"scale",-14.19,9.04
"154","CUR_LION19053","CURASUB19-07","415",126.492,415,361,245,320,"F","5","YES","YES","","Actively Spawning","S, M, H","deep",181.17,57.145,111.34,38.61,182.44,51.255,"average",2.94117647058824,"muscle",-16.94,10.6
"155","CUR_LION19053","CURASUB19-07","415",126.492,415,361,245,320,"F","5","YES","YES","","Actively Spawning","S, M, H","deep",181.17,57.145,111.34,38.61,182.44,51.255,"average",2.94117647058824,"heart",-17.45,10.185
"156","CUR_LION19053","CURASUB19-07","415",126.492,415,361,245,320,"F","5","YES","YES","","Actively Spawning","S, M, H","deep",181.17,57.145,111.34,38.61,182.44,51.255,"average",2.94117647058824,"scale",-14.04,9.56
"157","CUR_LION19054","CURASUB19-07","361",110.0328,361,334,220,300,"F","4","YES","YES","","Developing","S, M, H","deep",183.93,56.77,116.5,39.52,175.09,45.19,"single",3.01764705882353,"muscle",-17.15,10.86
"158","CUR_LION19054","CURASUB19-07","361",110.0328,361,334,220,300,"F","4","YES","YES","","Developing","S, M, H","deep",183.93,56.77,116.5,39.52,175.09,45.19,"single",3.01764705882353,"heart",-17.61,11.18
"159","CUR_LION19054","CURASUB19-07","361",110.0328,361,334,220,300,"F","4","YES","YES","","Developing","S, M, H","deep",183.93,56.77,116.5,39.52,175.09,45.19,"single",3.01764705882353,"scale",-14.32,8.86
"160","CUR_LION19055","CURASUB19-07","387",117.9576,387,339,235,310,"F","31","YES","YES","","Actively Spawning","S, M, H","deep",182.22,57.975,110.04,38.08,180.58,45.34,"average",2.75735294117647,"muscle",-17.385,9.975
"161","CUR_LION19055","CURASUB19-07","387",117.9576,387,339,235,310,"F","31","YES","YES","","Actively Spawning","S, M, H","deep",182.22,57.975,110.04,38.08,180.58,45.34,"average",2.75735294117647,"heart",-18.55,10.31
"162","CUR_LION19055","CURASUB19-07","387",117.9576,387,339,235,310,"F","31","YES","YES","","Actively Spawning","S, M, H","deep",182.22,57.975,110.04,38.08,180.58,45.34,"average",2.75735294117647,"scale",-14.54,9.59
"163","CUR_LION19056","CURASUB19-07","415",126.492,415,396,235,330,"F","8","YES","YES","","Spawning Capable","S, M, H","deep",180.99,56.42,109.6,38.15,180.8,48.74,"single",3.19705882352941,"muscle",-17.1,11.47
"164","CUR_LION19056","CURASUB19-07","415",126.492,415,396,235,330,"F","8","YES","YES","","Spawning Capable","S, M, H","deep",180.99,56.42,109.6,38.15,180.8,48.74,"single",3.19705882352941,"heart",-16.95,10.35
"165","CUR_LION19056","CURASUB19-07","415",126.492,415,396,235,330,"F","8","YES","YES","","Spawning Capable","S, M, H","deep",180.99,56.42,109.6,38.15,180.8,48.74,"single",3.19705882352941,"scale",-14.2,9.61
"166","CUR_LION19057","CURASUB19-07","305",92.964,305,183,195,250,"F","1","YES","YES","","developing","S, M, H","deep",195.02,58.26,121.72,41.59,188.3,48.43,"single",2.59117647058824,"muscle",-17.17,9.41
"167","CUR_LION19057","CURASUB19-07","305",92.964,305,183,195,250,"F","1","YES","YES","","developing","S, M, H","deep",195.02,58.26,121.72,41.59,188.3,48.43,"single",2.59117647058824,"heart",-18.07,9.41
"168","CUR_LION19057","CURASUB19-07","305",92.964,305,183,195,250,"F","1","YES","YES","","developing","S, M, H","deep",195.02,58.26,121.72,41.59,188.3,48.43,"single",2.59117647058824,"scale",-14.29,8.82
"169","CUR_LION19058","CURASUB19-07","365",111.252,365,374,240,315,"F","10","YES","YES","","Spawning Capable","S, M, H","deep",191.46,59.815,107.12,36.91,206,26.98,"average",2.87058823529412,"muscle",-17.375,10.36
"170","CUR_LION19058","CURASUB19-07","365",111.252,365,374,240,315,"F","10","YES","YES","","Spawning Capable","S, M, H","deep",191.46,59.815,107.12,36.91,206,26.98,"average",2.87058823529412,"heart",-20.81,8.37
"171","CUR_LION19058","CURASUB19-07","365",111.252,365,374,240,315,"F","10","YES","YES","","Spawning Capable","S, M, H","deep",191.46,59.815,107.12,36.91,206,26.98,"average",2.87058823529412,"scale",-14.9,9.75
"172","CUR_LION19059","CURASUB19-07","360",109.728,360,676,295,385,"M","<1","YES","YES","*no heart INITIALLY found -- coagulated blood taken from heart region instead. rethawed on 0827 and found heart. stored in separate vials, next to each other in the box. ","Spawning capable","S, M, H*","deep",184.11,57.78,109.5,38.49,184.88,49.36,"single",2.73823529411765,"muscle",-17.54,9.91
"173","CUR_LION19059","CURASUB19-07","360",109.728,360,676,295,385,"M","<1","YES","YES","*no heart INITIALLY found -- coagulated blood taken from heart region instead. rethawed on 0827 and found heart. stored in separate vials, next to each other in the box. ","Spawning capable","S, M, H*","deep",184.11,57.78,109.5,38.49,184.88,49.36,"single",2.73823529411765,"heart",-17.92,9.22
"174","CUR_LION19059","CURASUB19-07","360",109.728,360,676,295,385,"M","<1","YES","YES","*no heart INITIALLY found -- coagulated blood taken from heart region instead. rethawed on 0827 and found heart. stored in separate vials, next to each other in the box. ","Spawning capable","S, M, H*","deep",184.11,57.78,109.5,38.49,184.88,49.36,"single",2.73823529411765,"scale",-14.96,8.57
"175","CUR_LION19060","CURASUB19-07","373",113.6904,373,236,299,270,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",191.17,60.32,109.48,38.23,182.83,47.32,"average",2.80588235294118,"muscle",-17.385,10.14
"176","CUR_LION19060","CURASUB19-07","373",113.6904,373,236,299,270,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",191.17,60.32,109.48,38.23,182.83,47.32,"average",2.80588235294118,"heart",-18.04,9.79
"177","CUR_LION19060","CURASUB19-07","373",113.6904,373,236,299,270,"F","6","YES","YES","","Spawning Capable","S, M, H","deep",191.17,60.32,109.48,38.23,182.83,47.32,"average",2.80588235294118,"scale",-14.18,9.44
"178","CUR_LION19061","CURASUB19-07","314",95.7072,314,202,190,252,"F","19","YES","YES","","Actively Spawning","S,M,H","deep",187.95,58.58,111.4,37.61,189.72,49.25,"single",2.59117647058824,"muscle",-17.32,9.41
"179","CUR_LION19061","CURASUB19-07","314",95.7072,314,202,190,252,"F","19","YES","YES","","Actively Spawning","S,M,H","deep",187.95,58.58,111.4,37.61,189.72,49.25,"single",2.59117647058824,"heart",-18.38,9.71
"180","CUR_LION19061","CURASUB19-07","314",95.7072,314,202,190,252,"F","19","YES","YES","","Actively Spawning","S,M,H","deep",187.95,58.58,111.4,37.61,189.72,49.25,"single",2.59117647058824,"scale",-14.92,9.22
"181","CUR_LION19062","CURASUB19-07","275",83.82,275,205,197,270,"F","6","YES","YES","","Spawning capable","S, M, H","deep",174.055,55.095,120.64,41.79,189.69,42.94,"average",2.46470588235294,"muscle",-17.22,8.98
"182","CUR_LION19062","CURASUB19-07","275",83.82,275,205,197,270,"F","6","YES","YES","","Spawning capable","S, M, H","deep",174.055,55.095,120.64,41.79,189.69,42.94,"average",2.46470588235294,"heart",-19.8,11.22
"183","CUR_LION19062","CURASUB19-07","275",83.82,275,205,197,270,"F","6","YES","YES","","Spawning capable","S, M, H","deep",174.055,55.095,120.64,41.79,189.69,42.94,"average",2.46470588235294,"scale",-14.8,8.68
"184","CUR_LION19064","CURSH19-15","50-73",18.288,60,132,160,210,"F","<1","YES","YES","immature","Early Developing ","S, M, H","shallow",184.38,56.98,121.45,40.57,188.915,49.355,"average",2.46764705882353,"muscle",-16.09,8.99
"185","CUR_LION19064","CURSH19-15","50-73",18.288,60,132,160,210,"F","<1","YES","YES","immature","Early Developing ","S, M, H","shallow",184.38,56.98,121.45,40.57,188.915,49.355,"average",2.46764705882353,"heart",-16.56,8.295
"186","CUR_LION19064","CURSH19-15","50-73",18.288,60,132,160,210,"F","<1","YES","YES","immature","Early Developing ","S, M, H","shallow",184.38,56.98,121.45,40.57,188.915,49.355,"average",2.46764705882353,"scale",-13.88,8.56
"187","CUR_LION19065","CURSH19-15","50-73",15.24,50,211,185,235,"F","<1","YES","YES","immature","Early developing","S, M, H","shallow",194.58,57.7,126.77,43.615,189.56,47.675,"average",2.35294117647059,"muscle",-16.3,8.6
"188","CUR_LION19065","CURSH19-15","50-73",15.24,50,211,185,235,"F","<1","YES","YES","immature","Early developing","S, M, H","shallow",194.58,57.7,126.77,43.615,189.56,47.675,"average",2.35294117647059,"heart",-16.925,8.62
"189","CUR_LION19065","CURSH19-15","50-73",15.24,50,211,185,235,"F","<1","YES","YES","immature","Early developing","S, M, H","shallow",194.58,57.7,126.77,43.615,189.56,47.675,"average",2.35294117647059,"scale",-13.865,8.51
"190","CUR_LION19066","CURSH19-15","50-73",22.2504,73,130,155,210,"M","<1","YES","YES","","immature (virgin)","S, M, H","shallow",186.095,56.845,123.27,42.01,182.64,49.45,"average",2.38970588235294,"muscle",-16.21,8.725
"191","CUR_LION19066","CURSH19-15","50-73",22.2504,73,130,155,210,"M","<1","YES","YES","","immature (virgin)","S, M, H","shallow",186.095,56.845,123.27,42.01,182.64,49.45,"average",2.38970588235294,"heart",-16.25,8.11
"192","CUR_LION19066","CURSH19-15","50-73",22.2504,73,130,155,210,"M","<1","YES","YES","","immature (virgin)","S, M, H","shallow",186.095,56.845,123.27,42.01,182.64,49.45,"average",2.38970588235294,"scale",-13.76,8.73
"193","CUR_LION19067","CURSH19-15","50-73",19.812,65,175,175,240,"F","<1","YES","YES","immature, previously sexed as M","early developing","S, M, H","shallow",190.48,58.86,120.16,40.34,186.69,49.2,"single",2.41470588235294,"muscle",-16.34,8.81
"194","CUR_LION19067","CURSH19-15","50-73",19.812,65,175,175,240,"F","<1","YES","YES","immature, previously sexed as M","early developing","S, M, H","shallow",190.48,58.86,120.16,40.34,186.69,49.2,"single",2.41470588235294,"heart",-17.13,8.3
"195","CUR_LION19067","CURSH19-15","50-73",19.812,65,175,175,240,"F","<1","YES","YES","immature, previously sexed as M","early developing","S, M, H","shallow",190.48,58.86,120.16,40.34,186.69,49.2,"single",2.41470588235294,"scale",-14.32,8.36
"196","CUR_LION19068","CURASUB19-08","480",146.304,480,645,280,380,"M","<1","YES","YES","whole shrimp regurgitated","Spawning capable","S, M, H","deep",185.57,59.12,114.64,40.42,170.215,47.665,"average",2.93823529411765,"muscle",-16.68,10.59
"197","CUR_LION19068","CURASUB19-08","480",146.304,480,645,280,380,"M","<1","YES","YES","whole shrimp regurgitated","Spawning capable","S, M, H","deep",185.57,59.12,114.64,40.42,170.215,47.665,"average",2.93823529411765,"heart",-16.67,10.355
"198","CUR_LION19068","CURASUB19-08","480",146.304,480,645,280,380,"M","<1","YES","YES","whole shrimp regurgitated","Spawning capable","S, M, H","deep",185.57,59.12,114.64,40.42,170.215,47.665,"average",2.93823529411765,"scale",-13,9.78
"199","CUR_LION19069","CURASUB19-08","570",173.736,570,368,245,320,"F","13","YES","YES","","Spawning capable","S, M,H","deep",188.96,59.445,114.4,37.12,191.31,47.78,"average",2.95882352941176,"muscle",-17.23,10.66
"200","CUR_LION19069","CURASUB19-08","570",173.736,570,368,245,320,"F","13","YES","YES","","Spawning capable","S, M,H","deep",188.96,59.445,114.4,37.12,191.31,47.78,"average",2.95882352941176,"heart",-17.58,11.11
"201","CUR_LION19069","CURASUB19-08","570",173.736,570,368,245,320,"F","13","YES","YES","","Spawning capable","S, M,H","deep",188.96,59.445,114.4,37.12,191.31,47.78,"average",2.95882352941176,"scale",-15.07,9.76
"202","CUR_LION19070","CURASUB19-08","305",92.964,305,540,280,380,"M","<1","YES","YES","inverted stomach from barotrauma","Spawning capable","S, M, H","deep",186.005,58.26,111.36,38.65,182.44,47.69,"average",2.64852941176471,"muscle",-17.895,9.605
"203","CUR_LION19070","CURASUB19-08","305",92.964,305,540,280,380,"M","<1","YES","YES","inverted stomach from barotrauma","Spawning capable","S, M, H","deep",186.005,58.26,111.36,38.65,182.44,47.69,"average",2.64852941176471,"heart",-18.12,9.03
"204","CUR_LION19070","CURASUB19-08","305",92.964,305,540,280,380,"M","<1","YES","YES","inverted stomach from barotrauma","Spawning capable","S, M, H","deep",186.005,58.26,111.36,38.65,182.44,47.69,"average",2.64852941176471,"scale",-14.69,8.5
"205","CUR_LION19071","CURASUB19-08","285",86.868,285,257,220,285,"F","16","YES","YES","whole Paroncheilus affinis regurgitated","Actively Spawning","S, M, H","deep",187.705,59.55,118.37,40.09,185.86,49.56,"average",2.59264705882353,"muscle",-16.845,9.415
"206","CUR_LION19071","CURASUB19-08","285",86.868,285,257,220,285,"F","16","YES","YES","whole Paroncheilus affinis regurgitated","Actively Spawning","S, M, H","deep",187.705,59.55,118.37,40.09,185.86,49.56,"average",2.59264705882353,"heart",-17.69,9.43
"207","CUR_LION19071","CURASUB19-08","285",86.868,285,257,220,285,"F","16","YES","YES","whole Paroncheilus affinis regurgitated","Actively Spawning","S, M, H","deep",187.705,59.55,118.37,40.09,185.86,49.56,"average",2.59264705882353,"scale",-14.17,9.21
"208","CUR_LION19072","CURASUB19-08","260",79.248,260,682,285,380,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",185.92,59.29,116.93,40.36,179.88,48.07,"average",2.45,"muscle",-17.18,8.93
"209","CUR_LION19072","CURASUB19-08","260",79.248,260,682,285,380,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",185.92,59.29,116.93,40.36,179.88,48.07,"average",2.45,"heart",-17.63,8.49
"210","CUR_LION19072","CURASUB19-08","260",79.248,260,682,285,380,"M","<1","YES","YES","","Spawning capable","S, M, H","deep",185.92,59.29,116.93,40.36,179.88,48.07,"average",2.45,"scale",-14.46,8.28
"211","CUR_LION19073","CURASUB19-08","280",85.344,280,458,245,330,"F","11","YES","YES","","Developing","S, M, H","deep",164.19,51.59,112.92,38.11,177.26,47.5,"average",2.71470588235294,"muscle",-17.18,9.83
"212","CUR_LION19073","CURASUB19-08","280",85.344,280,458,245,330,"F","11","YES","YES","","Developing","S, M, H","deep",164.19,51.59,112.92,38.11,177.26,47.5,"average",2.71470588235294,"heart",-17.64,10.26
"213","CUR_LION19073","CURASUB19-08","280",85.344,280,458,245,330,"F","11","YES","YES","","Developing","S, M, H","deep",164.19,51.59,112.92,38.11,177.26,47.5,"average",2.71470588235294,"scale",-14.47,8.665
"214","CUR_LION19074","CURASUB19-08","280",85.344,280,270,220,290,"F","8","YES","YES","","Spawning capable","S, M, H","deep",194.28,61.74,113.27,37.81,175.155,44.065,"average",2.68823529411765,"muscle",-17.48,9.74
"215","CUR_LION19074","CURASUB19-08","280",85.344,280,270,220,290,"F","8","YES","YES","","Spawning capable","S, M, H","deep",194.28,61.74,113.27,37.81,175.155,44.065,"average",2.68823529411765,"heart",-18.145,9.435
"216","CUR_LION19074","CURASUB19-08","280",85.344,280,270,220,290,"F","8","YES","YES","","Spawning capable","S, M, H","deep",194.28,61.74,113.27,37.81,175.155,44.065,"average",2.68823529411765,"scale",-14.92,9.07
"217","CUR_LION19075","CURASUB19-08","280",85.344,280,265,225,290,"F","19","YES","YES","","Actively Spawning","S, M, H","deep",192.92,60.02,114.48,39.04,178.1,48.16,"single",2.73529411764706,"muscle",-17.05,9.9
"218","CUR_LION19075","CURASUB19-08","280",85.344,280,265,225,290,"F","19","YES","YES","","Actively Spawning","S, M, H","deep",192.92,60.02,114.48,39.04,178.1,48.16,"single",2.73529411764706,"heart",-18.15,10.82
"219","CUR_LION19075","CURASUB19-08","280",85.344,280,265,225,290,"F","19","YES","YES","","Actively Spawning","S, M, H","deep",192.92,60.02,114.48,39.04,178.1,48.16,"single",2.73529411764706,"scale",-14.29,8.77
"220","CUR_LION19076","CURASUB19-08","285",86.868,285,357,240,315,"F","10","YES","YES","","Spawning capable","S, M, H","deep",177.145,56.66,104.76,35.82,175.13,46.62,"average",2.68088235294118,"muscle",-17.39,9.715
"221","CUR_LION19076","CURASUB19-08","285",86.868,285,357,240,315,"F","10","YES","YES","","Spawning capable","S, M, H","deep",177.145,56.66,104.76,35.82,175.13,46.62,"average",2.68088235294118,"heart",-17.76,9.47
"222","CUR_LION19076","CURASUB19-08","285",86.868,285,357,240,315,"F","10","YES","YES","","Spawning capable","S, M, H","deep",177.145,56.66,104.76,35.82,175.13,46.62,"average",2.68088235294118,"scale",-14.83,9.1
"223","CUR_LION19077","CURASUB19-08","256",78.0288,256,347,205,285,"F","14","YES","YES","","Actively Spawning","S, M, H","deep",209.77,49.955,117.68,39.46,180.54,45.76,"average",2.47794117647059,"muscle",-17.555,9.025
