"","depth_categorical","meanmuscleC","sdmuscleC","meanscaleC","sdscaleC","meanheartC","sdheartC","meanmuscleN","sdmuscleN","meanscaleN","sdscaleN","meanheartN","sdheartN","meantp","sdtp"
"1","deep",-17.1132608695652,0.853727914886824,-14.3327173913043,0.884489624662305,-17.6905434782609,0.980776465788923,10.0480434782609,0.724616740277131,9.20184782608696,0.623917158581928,9.96010869565217,0.826286531638481,2.77883631713555,0.213122570669744
"2","shallow",-16.7748333333333,0.820680419270932,-14.2033333333333,0.474919835945723,-17.1291666666667,0.539361185575814,8.95783333333333,0.480672451620775,8.68833333333333,0.33490176978078,8.48716666666667,0.649776730000832,2.4581862745098,0.141374250476699
